#2Awesome	group interest	0.899	0.857	1.075	71.671	0.052	0.013	0.016	0.984	8.055	7.702	1.750	7.322	1.000	0.044	0.121	0.829	0.187
#3wordsbetterthanIloveyou	group interest	0.820	0.832	1.028	76.052	0.575	0.041	0.028	0.990	8.427	8.456	1.289	6.667	1.000	0.007	0.100	0.893	0.228
#4HSepang	group interest	0.661	1.000	1.177	51.587	0.718	0.077	0.011	0.892	9.095	8.438	2.236	7.894	1.000	0.055	0.124	0.820	0.082
#60daysinjail	group interest	0.503	0.592	1.803	74.293	1.758	0.000	0.433	0.962	6.267	6.555	3.453	8.024	1.000	0.007	0.077	0.917	0.156
#7YearsOfBaby	commemoratives	0.080	0.411	1.115	72.392	0.920	0.072	0.016	0.973	7.717	5.440	1.992	9.681	1.000	0.132	0.121	0.747	-0.048
#80sSongsForCountries	group interest	0.869	0.900	1.819	78.597	1.638	0.027	0.023	0.991	7.626	7.295	3.131	7.171	1.000	0.041	0.110	0.849	0.167
Highs of 5C	group interest	0.642	0.704	1.332	100.908	44.739	0.051	0.175	0.954	7.547	7.588	3.295	9.601	1.000	0.026	0.165	0.808	0.360
Highs of 5	group interest	0.398	0.669	0.579	108.368	125.015	0.015	0.308	0.925	7.268	6.577	5.416	7.911	1.000	0.031	0.149	0.820	0.362
#HighStakes	live events	0.345	0.570	0.502	106.315	41.670	0.022	0.282	0.905	8.568	7.915	5.633	8.935	1.000	0.032	0.106	0.862	0.218
#HistoricalFigureASong	group interest	0.301	0.388	1.699	76.052	57.965	0.087	0.152	0.979	7.240	6.420	4.242	9.350	1.000	0.060	0.101	0.840	0.092
#HolbyCity	live events	0.285	0.337	1.061	53.983	46.351	0.022	0.030	0.997	7.772	6.341	1.584	8.906	1.000	0.037	0.092	0.871	0.069
#hollyoaks	live events	0.493	0.559	1.332	85.078	43.979	0.089	0.063	0.977	8.457	7.658	2.936	9.186	1.000	0.046	0.161	0.792	0.282
#HolocaustMemorialDay	commemoratives	0.262	0.381	1.076	64.152	44.391	0.181	0.058	0.976	8.317	6.722	1.642	9.161	1.000	0.058	0.148	0.794	0.159
#Homeland	live events	0.893	0.890	1.349	110.011	46.503	0.014	0.091	0.989	9.267	9.074	2.994	9.023	1.000	0.094	0.077	0.829	-0.089
#HomelessnessReductionBill	news	0.378	0.441	1.144	77.493	44.719	0.118	0.037	0.976	9.121	7.929	2.328	9.066	1.000	0.079	0.119	0.802	0.088
#homelesssunday	group interest	0.824	0.854	1.428	107.738	43.257	0.058	0.139	0.975	9.076	8.780	3.072	8.452	1.000	0.042	0.118	0.840	0.194
#Hoogerheide	live events	0.563	0.685	1.604	102.335	87.264	0.178	0.426	0.000	7.808	7.120	4.531	8.794	1.000	0.033	0.110	0.857	0.182
#horizoncleaneating	live events	0.096	0.193	1.456	77.785	75.579	0.088	0.061	0.991	6.705	5.202	3.040	9.247	1.000	0.052	0.142	0.806	0.173
#Hornchurch	news	0.497	0.595	1.250	107.311	45.497	0.129	0.158	0.971	8.904	7.683	3.054	10.018	1.000	0.085	0.158	0.758	0.170
#hospital	group interest	0.681	0.729	1.488	93.236	46.429	0.027	0.279	0.989	8.694	8.250	3.458	8.083	1.000	0.122	0.017	0.860	-0.270
#hospitaltunage	group interest	0.781	0.812	1.359	107.939	44.112	0.076	0.071	0.990	8.850	8.383	3.212	9.526	1.000	0.080	0.136	0.783	0.123
Howard Webb	live events	0.310	0.359	1.057	47.144	47.141	0.054	0.008	1.000	7.749	6.180	1.541	8.680	1.000	0.050	0.066	0.884	0.012
#HowToDealWithAnEx	group interest	0.430	0.504	0.105	82.664	67.859	0.227	0.074	1.008	8.889	7.681	5.001	8.484	1.000	0.098	0.112	0.790	0.014
#HowToLoseWeightWell	group interest	0.626	0.644	1.028	71.944	44.262	0.033	0.010	0.990	7.786	6.721	1.358	9.046	1.000	0.078	0.088	0.833	0.039
#HSBC	news	0.495	0.548	2.441	99.038	46.909	0.075	0.113	0.944	9.161	8.368	4.213	8.751	1.000	0.056	0.060	0.884	0.032
Hugo Lloris	live events	0.421	0.510	2.092	86.542	50.326	0.032	0.680	0.991	8.778	7.873	5.155	8.957	1.000	0.092	0.036	0.872	-0.139
Hull 1-0	live events	0.600	0.639	0.406	75.800	56.365	0.029	0.297	0.874	9.052	8.201	5.446	8.245	1.000	0.054	0.056	0.890	-0.007
Hull v Man Utd	live events	0.728	0.737	0.769	98.826	55.396	0.063	0.168	1.136	9.105	8.644	3.929	7.400	1.000	0.066	0.087	0.847	0.016
#HULMUN	live events	0.403	0.452	1.293	87.588	50.933	0.110	0.452	0.794	9.095	7.942	5.092	7.924	1.000	0.011	0.108	0.881	0.279
I Am Legend	live events	0.375	0.458	2.465	96.295	54.551	0.105	0.492	0.806	8.096	7.778	4.876	8.879	1.000	0.009	0.136	0.854	0.334
Iago Aspas	live events	0.179	0.273	0.151	68.992	46.112	0.101	0.042	1.270	9.483	6.964	5.906	8.807	1.000	0.101	0.073	0.826	-0.064
Iain Duncan Smith	group interest	0.925	0.925	1.613	68.500	167.509	0.000	0.038	1.000	7.657	7.553	2.637	5.877	1.000	0.009	0.026	0.965	0.052
#IAmLegend	group interest	0.873	0.949	0.185	110.420	44.990	0.182	0.329	0.835	9.464	9.310	3.223	7.884	1.000	0.102	0.129	0.769	0.099
#IamWhoIAmBecause	group interest	0.217	0.337	1.928	80.958	107.235	0.030	0.223	0.958	7.974	6.059	4.926	9.243	1.000	0.122	0.092	0.786	-0.054
Ian Paisley	news	0.405	0.481	1.410	79.444	46.353	0.016	0.083	0.990	8.845	7.462	3.279	9.180	1.000	0.050	0.110	0.839	0.120
#ifgdirector	live events	0.654	0.846	0.227	92.371	45.093	0.035	0.482	0.972	9.181	8.447	5.471	8.327	1.000	0.023	0.173	0.804	0.336
#IfYouCouldReadMyMind	group interest	0.549	0.598	1.012	93.049	217.768	0.073	0.293	1.000	5.274	5.280	1.095	7.746	1.000	0.051	0.040	0.909	-0.032
#igot7selcaday	group interest	0.405	0.454	1.322	76.819	51.376	0.026	0.066	0.994	9.045	7.797	3.105	8.839	1.000	0.091	0.071	0.837	-0.019
#ImagineNation	live events	0.906	0.914	1.032	58.619	52.788	0.086	0.015	0.947	7.940	7.667	1.344	8.987	1.000	0.041	0.119	0.839	0.160
#IMarchWithLinda	group interest	0.503	0.839	1.116	98.188	61.356	0.010	0.325	0.890	7.513	7.220	2.653	8.530	1.000	0.008	0.156	0.836	0.367
#IMDOPodcast	group interest	0.904	0.896	1.721	109.136	47.758	0.253	0.085	0.947	9.249	9.077	3.722	9.039	1.000	0.062	0.125	0.813	0.166
#ImNotGoingToChurchBecause	group interest	0.113	0.179	1.045	64.081	53.899	0.137	0.131	0.988	5.298	2.854	1.486	9.420	1.000	0.043	0.116	0.841	0.153
#InaugurateABandOrSong	group interest	0.496	0.525	1.179	97.149	48.259	0.155	0.029	0.992	8.853	7.604	2.492	9.104	1.000	0.092	0.120	0.788	0.063
#Inauguration	news	0.427	0.454	1.081	57.035	48.932	0.030	0.014	1.000	7.595	6.102	1.654	8.706	1.000	0.122	0.056	0.822	-0.084
#InclusiveGrowth	group interest	0.917	0.906	1.612	86.898	48.588	0.086	0.131	0.952	9.532	9.351	4.609	9.656	1.000	0.054	0.076	0.870	0.065
Industrial Strategy	news	0.646	0.741	1.882	109.341	46.628	0.087	0.197	0.769	8.179	8.228	4.613	9.530	1.000	0.025	0.113	0.861	0.212
#IndustrialStrategy	news	0.596	0.673	0.569	99.911	46.157	0.056	0.558	0.789	9.322	8.645	5.460	9.000	1.000	0.026	0.091	0.883	0.161
#INDvENG	live events	0.871	0.891	1.449	113.831	46.008	0.129	0.131	0.985	9.309	9.146	3.818	9.090	1.000	0.034	0.126	0.840	0.257
#InsertNameHere	live events	0.445	0.462	1.436	82.549	53.224	0.096	0.160	0.971	9.163	7.919	3.622	9.337	1.000	0.032	0.120	0.848	0.194
#InTech	group interest	0.363	0.995	1.264	80.464	50.547	0.220	0.071	0.986	8.038	6.600	2.776	9.223	1.000	0.026	0.181	0.793	0.331
#InTherapy	live events	0.214	0.316	1.112	92.464	47.151	0.186	0.388	0.906	6.246	5.937	2.630	10.048	1.000	0.033	0.134	0.833	0.240
#IsItWeirdIThink	group interest	0.249	0.321	1.257	92.774	47.198	0.145	0.038	0.969	9.170	6.958	2.678	9.623	1.000	0.080	0.149	0.772	0.169
#IStandWithShane	group interest	0.693	0.725	1.123	86.603	49.515	0.328	0.037	0.997	9.129	8.772	2.152	8.451	1.000	0.044	0.119	0.838	0.201
#ITakeMyCoffeeWith	group interest	0.802	0.805	1.133	95.667	54.923	0.065	0.029	0.985	8.478	7.982	2.006	8.581	1.000	0.074	0.188	0.738	0.279
#itsgoneviral	group interest	0.606	0.633	1.226	61.011	49.582	0.027	0.059	0.995	9.209	8.427	2.973	8.528	1.000	0.037	0.076	0.886	0.052
#ItsRiskyTo	group interest	0.037	0.037	1.028	58.484	75.809	0.988	0.992	1.000	8.805	3.419	1.325	4.105	1.000	0.003	0.208	0.789	0.440
#ITVBoxing	live events	0.379	0.419	1.322	67.524	47.834	0.005	0.064	0.997	8.804	7.753	3.325	9.807	1.000	0.074	0.070	0.856	-0.012
Ivory Coast	live events	0.096	0.157	1.386	76.518	225.602	0.120	0.036	1.000	6.813	4.000	2.777	8.730	1.000	0.075	0.113	0.812	0.091
#IWillAlwaysLove	group interest	0.743	0.770	0.550	101.639	49.170	0.018	0.277	0.995	9.168	8.747	5.841	8.101	1.000	0.023	0.074	0.904	0.130
#jacobineurope	group interest	0.491	0.522	1.222	60.127	58.090	0.025	0.052	0.997	8.772	7.796	2.752	9.093	1.000	0.051	0.094	0.855	0.084
Jake Ball	live events	0.425	0.462	1.027	56.519	50.737	0.161	0.387	0.995	9.123	8.038	1.096	7.952	1.000	0.021	0.240	0.739	0.334
Jake Cooper	news	0.609	0.652	0.801	100.954	51.202	0.108	0.167	1.073	9.148	8.280	3.853	7.942	1.000	0.032	0.118	0.851	0.240
Jake Humphrey	live events	0.640	0.650	0.628	99.880	59.931	0.009	0.246	0.943	8.688	7.987	3.619	7.914	1.000	0.014	0.094	0.891	0.216
Jake Livermore	news	0.955	0.955	0.320	84.455	47.590	0.030	0.040	1.000	9.497	9.434	2.763	6.744	1.000	0.082	0.033	0.885	-0.069
Jaki Liebezeit	news	0.637	0.665	0.317	94.184	47.972	0.033	0.395	0.987	9.476	8.795	5.030	7.479	1.000	0.018	0.044	0.938	0.074
James Arthur	live events	0.741	0.777	0.170	93.943	77.130	0.004	0.502	1.020	8.696	8.251	3.819	8.016	1.000	0.084	0.121	0.795	0.118
James Bree	news	0.536	0.986	0.387	69.495	52.464	0.093	0.374	0.929	8.955	7.860	5.077	8.164	1.000	0.016	0.123	0.860	0.239
James Milner	live events	0.644	0.669	0.356	99.184	117.325	0.006	0.405	0.963	8.165	7.445	4.906	7.159	1.000	0.035	0.093	0.872	0.143
James Ward-Prowse	live events	0.922	0.924	0.179	82.321	48.331	0.679	0.051	1.000	9.575	9.484	4.083	6.336	1.000	0.144	0.123	0.733	-0.118
Jamie and Bianca	live events	0.747	0.775	0.316	94.580	48.580	0.003	0.157	0.997	9.364	8.959	3.539	7.387	1.000	0.029	0.107	0.864	0.213
Jamie Vardy	group interest	0.553	0.571	1.780	101.477	48.624	0.172	0.104	1.030	9.198	8.521	4.107	8.218	1.000	0.042	0.106	0.852	0.180
#Jan25	commemoratives	0.963	0.968	0.028	62.390	48.148	0.453	0.020	0.998	9.608	9.552	4.027	5.576	1.000	0.171	0.012	0.817	-0.317
#Jaws	live events	0.836	0.869	1.934	85.721	315.787	0.000	0.443	1.000	6.290	5.855	3.840	7.467	1.000	0.021	0.057	0.922	0.058
Jay Rodriguez	live events	0.449	0.540	2.945	75.666	52.918	0.137	0.200	0.962	8.127	7.979	6.016	9.503	1.000	0.056	0.096	0.848	0.098
Jennifer Lawrence	news	0.674	0.711	0.334	104.997	55.391	0.014	0.077	1.000	9.270	8.721	4.670	6.963	1.000	0.023	0.050	0.927	0.069
Jermaine Pennant	news	0.472	0.446	0.288	75.478	51.182	0.008	0.818	0.974	9.435	8.210	6.242	6.883	1.000	0.165	0.033	0.802	-0.294
Jo Stevens	news	0.795	0.833	0.456	99.423	53.008	0.016	0.303	0.997	9.365	9.022	1.917	7.338	1.000	0.016	0.064	0.920	0.136
Jodie Marsh	group interest	0.552	0.618	0.359	94.916	49.157	0.041	0.603	0.767	9.361	8.397	4.360	7.656	1.000	0.094	0.033	0.872	-0.147
Joe Perry	live events	0.631	0.646	0.191	84.303	49.527	0.176	0.023	0.980	9.257	8.493	1.411	8.043	1.000	0.099	0.104	0.797	0.017
Joel Matip	news	0.338	0.406	0.682	93.188	57.421	0.091	0.262	0.965	8.991	7.506	5.666	9.004	1.000	0.025	0.151	0.824	0.267
Joey Barton	live events	0.849	0.866	0.424	88.668	82.105	0.008	0.424	0.941	8.544	8.294	3.328	7.409	1.000	0.015	0.115	0.869	0.234
Joleon Lescott	news	0.499	1.000	0.199	63.740	54.199	0.086	0.019	1.006	9.451	8.470	3.995	8.386	1.000	0.079	0.073	0.847	-0.005
Jon Moss	live events	0.913	0.933	0.092	95.342	54.826	0.014	0.059	0.966	9.381	9.247	4.673	6.788	1.000	0.014	0.228	0.757	0.466
Jon Voight	news	0.665	0.681	0.434	76.195	53.816	0.036	0.016	1.003	9.352	8.772	2.917	7.259	1.000	0.105	0.035	0.861	-0.126
Jonjo Shelvey	live events	0.784	0.922	0.496	99.406	49.115	0.015	0.444	0.990	9.531	9.170	2.792	7.064	1.000	0.024	0.190	0.786	0.385
Jordan Ayew	live events	0.537	0.605	0.479	87.599	49.423	0.018	0.491	0.940	9.310	8.461	4.384	7.926	1.000	0.036	0.112	0.853	0.180
Jose Fonte	news	0.872	0.883	1.617	100.363	53.623	0.025	0.041	0.738	9.076	8.931	3.908	8.187	1.000	0.049	0.081	0.870	0.069
Josh Sims	live events	0.648	0.681	0.330	100.124	53.929	0.038	0.247	0.857	9.170	8.449	4.175	7.937	1.000	0.034	0.096	0.870	0.143
#JuveLazio	live events	0.676	0.694	0.212	75.559	50.181	0.028	0.079	1.092	9.545	8.989	4.818	7.788	1.000	0.006	0.176	0.818	0.345
#kavosink	live events	0.780	0.805	1.683	85.805	480.098	0.024	0.024	0.951	5.984	5.578	3.483	7.503	1.000	0.033	0.036	0.930	0.013
#keepdiscovery	news	0.152	0.321	1.471	77.313	52.805	0.131	0.008	0.965	8.351	6.160	3.545	9.695	1.000	0.111	0.095	0.794	-0.042
Keir Starmer	news	0.599	0.715	1.086	95.775	57.297	0.049	0.184	0.986	8.999	8.287	1.820	8.026	1.000	0.078	0.092	0.830	0.052
Kellyanne Conway	news	0.748	0.801	0.577	90.632	50.204	0.063	0.151	0.121	9.200	8.867	2.785	8.157	1.000	0.040	0.179	0.780	0.344
Ken Clarke	news	0.662	0.665	0.168	95.412	49.850	0.060	0.507	0.655	9.563	8.962	4.882	7.769	1.000	0.108	0.029	0.863	-0.181
Kenny Miller	live events	0.668	0.751	0.481	103.794	51.314	0.075	0.203	0.974	9.322	8.722	4.251	8.852	1.000	0.104	0.072	0.823	-0.110
Kerim Frei	news	0.794	0.789	0.150	79.604	50.128	0.030	0.048	0.975	9.217	8.803	4.102	7.793	1.000	0.047	0.053	0.899	0.012
Kevin Friend	live events	0.714	0.776	0.980	93.204	408.388	0.163	0.245	0.980	6.077	5.569	1.975	6.912	1.000	0.004	0.095	0.901	0.243
Kevin Owens	live events	0.375	0.394	0.150	62.375	52.596	0.055	0.021	0.995	9.392	7.987	3.434	8.342	1.000	0.154	0.334	0.513	0.287
Kevin Stewart	live events	0.200	0.240	1.053	82.080	66.963	0.047	0.073	0.987	8.884	6.781	3.671	8.556	1.000	0.077	0.107	0.817	0.067
Keystone XL and Dakota Access	news	0.306	1.000	0.204	71.125	56.943	0.085	0.088	0.992	9.236	7.544	2.970	8.686	1.000	0.097	0.079	0.825	0.010
#KillerCameron	live events	0.853	0.858	0.113	114.987	50.273	0.005	0.228	0.943	9.605	9.374	5.045	6.195	1.000	0.022	0.018	0.960	-0.003
Kim Woodburn	live events	0.831	0.831	1.546	101.267	61.853	0.123	0.049	0.997	8.779	8.459	2.987	7.591	1.000	0.103	0.083	0.814	-0.127
#kimcarnival	live events	0.694	0.704	1.266	84.201	50.589	0.045	0.170	0.995	9.388	8.886	3.178	7.829	1.000	0.052	0.077	0.871	0.081
#KindnessIn5Words	group interest	0.516	0.554	1.403	84.796	108.855	0.038	0.204	0.962	6.545	6.251	2.912	8.254	1.000	0.006	0.152	0.843	0.336
#kitzbuehel	live events	0.500	0.519	1.197	53.053	53.955	0.029	0.056	0.989	8.879	7.629	2.471	8.540	1.000	0.039	0.183	0.778	0.207
KLAROLINE STOLE OUR HEARTS	group interest	0.322	0.367	2.186	88.932	115.062	0.006	0.119	0.718	8.214	6.644	5.257	8.521	1.000	0.009	0.237	0.753	0.458
#KokoKollection	group interest	0.848	0.995	0.167	71.889	103.010	0.030	0.096	0.990	6.175	5.742	2.871	7.700	1.000	0.013	0.064	0.924	0.132
La La Land	group interest	0.532	0.553	1.150	77.760	53.372	0.155	0.318	0.966	8.694	7.754	2.674	7.997	1.000	0.032	0.082	0.886	0.135
Labour MPs	news	0.604	0.627	0.134	89.876	95.263	0.295	0.240	1.797	8.662	8.018	4.159	8.194	1.000	0.061	0.116	0.822	0.099
#LateJunction	live events	0.653	0.849	0.231	96.244	51.975	0.098	0.513	0.766	9.407	8.756	4.677	8.712	1.000	0.094	0.077	0.829	-0.036
#LaughingMusic	group interest	0.701	0.730	1.295	88.502	73.808	0.075	0.441	0.975	7.407	7.216	2.865	8.518	1.000	0.013	0.130	0.857	0.297
Law Abiding Citizen	live events	0.317	0.381	1.056	42.680	54.889	0.016	0.011	1.000	7.425	6.442	1.505	8.506	1.000	0.030	0.189	0.781	0.175
Lazar Markovic	news	0.185	0.244	0.123	83.375	55.724	0.099	0.139	0.954	9.478	7.109	6.287	9.107	1.000	0.085	0.091	0.824	-0.003
#lcrfutures	live events	0.703	0.733	0.644	87.832	205.812	0.030	0.505	0.950	7.456	6.976	5.183	7.401	1.000	0.042	0.030	0.928	-0.047
#LeadGenSummit	live events	0.572	0.655	1.578	90.098	59.848	0.060	0.172	0.937	6.726	6.072	4.001	8.645	1.000	0.007	0.140	0.853	0.332
Lee Grant	live events	0.436	0.493	1.276	72.821	59.578	0.068	0.236	0.989	5.769	5.082	2.955	8.952	1.000	0.012	0.172	0.816	0.318
Lee Hurst	live events	0.632	0.650	1.058	90.313	64.184	0.018	0.009	1.034	9.258	8.565	2.625	7.141	1.000	0.030	0.208	0.762	0.385
Leonardo Ulloa	news	0.621	0.759	0.123	93.495	52.590	0.158	0.291	0.937	9.463	8.764	4.866	8.643	1.000	0.148	0.074	0.778	-0.224
#LetItShine	live events	0.725	0.767	0.321	92.251	54.225	0.036	0.373	0.917	9.391	8.958	3.223	5.943	1.000	0.006	0.015	0.979	0.033
Liberty Media	news	0.948	0.829	1.313	75.612	54.499	0.057	0.119	0.969	7.887	7.311	3.222	9.026	1.000	0.026	0.166	0.808	0.308
#LibraryAmbition	group interest	0.494	0.935	0.539	90.416	86.155	0.020	0.710	0.947	8.564	7.609	4.721	7.908	1.000	0.013	0.236	0.751	0.525
#libraryshelfie	group interest	0.506	0.614	1.231	100.929	65.213	0.185	0.259	0.926	6.502	6.520	3.098	9.350	1.000	0.016	0.090	0.893	0.177
#Ligue1	live events	0.634	0.676	1.726	93.476	58.994	0.058	0.266	0.967	8.376	7.572	4.762	9.005	1.000	0.007	0.103	0.890	0.258
#LinaresCrolla2	group interest	0.173	0.212	2.327	69.269	409.981	0.000	0.212	0.981	6.025	4.000	4.247	7.376	1.000	0.040	0.069	0.891	0.037
Lincoln City	live events	0.810	0.827	2.892	96.154	58.268	0.195	0.081	0.986	8.922	8.938	4.304	7.596	1.000	0.034	0.030	0.935	-0.002
#Lionesses	live events	0.692	0.723	0.427	85.363	55.837	0.049	0.168	0.966	9.354	8.925	5.204	7.837	1.000	0.016	0.082	0.901	0.141
#LittleMixBRITs	live events	0.742	0.775	1.747	104.149	54.749	0.030	0.152	0.952	8.632	8.504	3.842	7.782	1.000	0.004	0.068	0.928	0.133
Liz Carr	live events	0.865	0.865	1.384	70.563	94.852	0.000	0.000	0.825	8.196	7.949	2.708	6.371	1.000	0.003	0.033	0.964	0.042
#Logan	group interest	0.389	0.465	0.549	92.632	150.924	0.028	0.521	0.722	7.740	6.557	4.509	8.038	1.000	0.105	0.112	0.783	-0.004
London Welsh	news	1.003	0.878	1.097	66.344	68.166	0.053	0.466	0.997	9.218	9.049	2.175	7.104	1.000	0.056	0.048	0.895	-0.024
#London	group interest	0.609	0.669	0.227	95.669	55.104	0.086	0.424	0.922	9.293	8.511	5.051	8.568	1.000	0.082	0.102	0.815	0.072
#LooseWomen	live events	0.463	0.548	3.609	89.653	60.292	0.063	0.647	0.904	9.257	8.169	8.328	10.673	1.000	0.011	0.087	0.902	0.184
Lord Bracadale	news	0.399	0.445	1.351	98.580	55.799	0.132	0.137	0.975	8.647	8.216	3.283	8.788	1.000	0.066	0.077	0.857	0.009
Lord Byron	commemoratives	0.814	0.814	0.729	92.129	313.271	0.000	0.529	1.000	6.634	6.434	1.000	5.787	1.000	0.097	0.000	0.903	-0.181
#loudertogetherlaunch	live events	0.720	0.828	0.742	93.258	235.882	0.000	0.129	0.817	7.385	6.947	4.914	7.757	1.000	0.074	0.121	0.805	0.094
#LouisAndSteveOnHits1	group interest	0.326	0.988	1.128	90.430	255.140	0.023	0.128	0.953	5.317	4.262	2.134	8.001	1.000	0.013	0.164	0.823	0.324
#LounielleIsOverParty	group interest	0.652	0.680	2.144	92.384	87.860	0.352	0.020	0.928	7.939	7.430	3.656	7.960	1.000	0.009	0.142	0.849	0.274
#LoveSpecies	group interest	0.714	1.000	1.020	65.286	448.286	0.041	0.000	1.000	6.304	5.889	1.144	6.893	1.000	0.054	0.083	0.863	0.054
#LPWin	group interest	0.758	0.783	1.497	105.446	140.554	0.121	0.401	0.981	7.270	7.087	3.377	7.076	1.000	0.064	0.080	0.857	0.058
#LTC2017	live events	0.015	0.015	1.020	69.258	56.281	0.000	0.955	0.987	9.580	3.585	1.201	4.710	1.000	0.000	0.278	0.722	0.652
#LTHEchat	group interest	0.455	0.556	1.323	86.765	58.121	0.047	0.194	0.966	7.013	6.777	3.269	9.543	1.000	0.032	0.152	0.816	0.274
Lucas Leiva	live events	0.228	0.336	1.067	88.036	57.913	0.113	0.267	0.944	6.521	5.192	1.940	9.757	1.000	0.024	0.174	0.802	0.338
Luis Hernandez	news	0.644	0.674	0.466	81.205	85.735	0.011	0.292	1.045	8.952	8.334	3.691	7.525	1.000	0.010	0.093	0.896	0.200
Luis Suarez	live events	0.330	0.455	0.511	90.136	257.216	0.000	0.705	0.966	7.311	5.789	4.459	6.256	1.000	0.000	0.040	0.960	0.073
Luke Amos	news	0.873	0.903	0.604	106.843	169.015	0.000	0.216	0.970	7.717	7.407	3.339	7.600	1.000	0.027	0.066	0.908	0.115
Luke McCormick	live events	0.772	0.789	0.228	98.142	98.030	0.047	0.134	1.142	8.501	8.110	4.043	6.467	1.000	0.001	0.222	0.777	0.603
#luxtravelchat	group interest	0.702	0.718	0.443	89.115	58.071	0.069	0.430	1.000	9.426	8.921	4.158	8.300	1.000	0.163	0.127	0.710	-0.056
#makeasongasunday	group interest	0.264	0.297	1.136	72.958	63.850	0.111	0.172	0.953	5.505	3.501	2.320	9.407	1.000	0.022	0.185	0.793	0.351
#MakeASongAussie	group interest	0.249	0.259	1.028	48.312	58.393	0.015	0.018	0.995	7.111	5.958	1.271	8.509	1.000	0.046	0.061	0.893	0.036
#MakeASongRemember	group interest	0.432	0.465	1.022	49.430	62.205	0.041	0.016	0.997	8.165	7.335	1.195	8.157	1.000	0.048	0.061	0.891	0.010
#MakeSomebodyHeavier	group interest	0.342	0.378	1.282	57.630	59.697	0.122	0.023	1.000	8.138	6.696	2.665	8.840	1.000	0.055	0.061	0.885	0.009
#MakeSomeoneOlder	group interest	0.253	0.311	1.034	40.926	77.861	0.010	0.014	0.997	7.685	5.689	1.317	8.209	1.000	0.016	0.033	0.951	0.014
#MakeSomeoneSmelly	group interest	0.266	0.301	1.014	38.552	80.605	0.010	0.028	1.000	7.007	4.737	1.117	8.191	1.000	0.017	0.020	0.964	0.007
Mallik Wilks	news	0.181	0.298	1.043	35.420	122.654	0.000	0.005	1.000	6.687	4.072	1.370	7.393	1.000	0.109	0.028	0.863	-0.074
Man City 2-2 Tottenham	live events	0.835	0.875	0.331	117.707	57.792	0.000	0.153	0.992	9.124	8.868	3.372	6.888	1.000	0.126	0.093	0.781	-0.240
#MarchForLife	live events	0.597	0.643	0.219	77.424	81.530	0.004	0.456	1.141	9.056	8.287	5.332	6.940	1.000	0.080	0.019	0.901	-0.155
Marco Fu	live events	0.836	0.880	1.401	94.896	60.534	0.052	0.198	0.982	9.503	9.204	3.555	8.966	1.000	0.037	0.148	0.816	0.284
Marco van Basten	news	0.308	0.532	0.566	86.360	71.618	0.022	0.360	0.935	8.877	7.031	4.303	8.205	1.000	0.243	0.080	0.677	-0.457
Marcus Haber	commemoratives	0.845	0.870	0.118	85.109	72.578	0.124	0.099	0.981	9.231	8.978	3.971	7.425	1.000	0.109	0.052	0.840	-0.110
#MarkIsATool	live events	0.685	0.757	0.135	89.559	210.730	0.000	0.207	0.973	7.690	7.175	3.549	6.457	1.000	0.017	0.114	0.869	0.320
#marr	news	0.610	0.624	1.020	55.556	66.218	0.186	0.051	0.977	8.867	7.791	1.315	8.790	1.000	0.032	0.105	0.863	0.152
Marston Green	news	0.838	0.735	2.724	84.758	65.384	0.095	0.331	0.967	8.919	8.713	5.500	8.963	1.000	0.083	0.057	0.861	-0.065
Martin McGuinness	news	0.394	0.444	0.242	97.434	237.172	0.081	0.242	0.848	6.889	5.596	5.164	8.222	1.000	0.083	0.043	0.874	-0.116
Martin Schulz	news	0.794	0.987	0.169	105.328	62.132	0.029	0.238	0.934	9.019	8.655	5.771	8.948	1.000	0.052	0.144	0.805	0.249
Mary Tyler Moore	news	0.440	0.840	0.360	88.360	939.440	0.080	0.680	0.560	5.585	4.459	4.322	6.954	1.000	0.007	0.043	0.950	0.074
Mason Mount	live events	0.784	0.804	0.247	90.456	60.588	0.013	0.322	0.966	9.397	9.003	5.214	8.722	1.000	0.058	0.134	0.808	0.215
Mass Effect Andromeda	news	0.571	0.619	0.417	94.304	140.030	0.000	0.083	0.988	7.991	7.342	3.118	7.605	1.000	0.036	0.075	0.889	0.096
Matt Ritchie	live events	0.593	0.609	0.175	85.542	79.249	0.024	0.855	0.902	9.100	8.342	5.526	6.835	1.000	0.043	0.094	0.863	0.149
Matthew Gordon	news	0.891	0.901	1.721	84.931	60.647	0.000	0.107	1.000	9.349	9.173	2.811	6.057	1.000	0.023	0.036	0.941	0.046
Matty Ice	live events	0.331	0.540	0.282	102.856	70.211	0.021	0.557	0.777	7.246	7.157	4.888	8.693	1.000	0.155	0.044	0.801	-0.251
Matty James	news	0.970	0.699	0.982	61.775	60.785	0.051	0.134	0.975	9.562	9.033	3.262	7.629	1.000	0.019	0.073	0.908	0.124
Mauricio Pochettino	news	0.556	0.613	0.594	85.395	64.763	0.024	0.651	0.707	9.328	8.422	4.008	7.209	1.000	0.006	0.051	0.943	0.124
Mauro Zarate	news	0.556	0.576	0.510	107.118	79.250	0.010	0.490	0.944	8.719	7.942	4.869	7.548	1.000	0.038	0.049	0.913	0.064
#maytrump	news	0.626	0.667	0.439	94.362	97.976	0.008	0.402	0.980	8.791	8.053	4.154	6.640	1.000	0.007	0.014	0.979	0.021
